transaction_id,transaction_date,transaction_datetime,customer_id,customer_segment,product_id,product_category,region,sales_channel,quantity,unit_price,discount_percent,total_amount
TXN_00768274,2024-12-09,2024-12-09 10:22:00,CUST_002604,Standard,PROD_0299,Home & Garden,East,Online,1,67.07,0.0,67.07
TXN_00209902,2022-11-14,2022-11-14 08:11:00,CUST_028654,Standard,PROD_0119,Clothing,South,Mobile App,1,35.5,0.0,35.5
TXN_00114609,2022-07-11,2022-07-11 11:23:00,CUST_029307,Standard,PROD_0100,Electronics,South,Mobile App,1,495.44,6.2,495.44
TXN_00346579,2023-05-23,2023-05-23 17:11:00,CUST_040539,Budget,PROD_0302,Sports & Outdoors,South,Phone Orders,1,246.29,0.0,246.29
TXN_00571133,2024-03-28,2024-03-28 08:06:00,CUST_001131,Standard,PROD_0454,Books & Media,North,Online,1,91.1,0.0,91.1
TXN_00691376,2024-09-23,2024-09-23 18:43:00,CUST_012609,Budget,PROD_0456,Books & Media,Central,Phone Orders,1,70.51,8.6,70.51
TXN_00314229,2023-04-05,2023-04-05 21:18:00,CUST_007637,Budget,PROD_0338,Sports & Outdoors,Central,Online,2,373.29,0.0,746.58
TXN_00313093,2023-04-04,2023-04-04 13:01:00,CUST_006306,Standard,PROD_0044,Electronics,South,Online,1,1498.56,0.0,1498.56
TXN_00688171,2024-09-18,2024-09-18 17:22:00,CUST_033673,Premium,PROD_0004,Electronics,West,Online,1,2089.26,0.0,2089.26
TXN_00678840,2024-09-06,2024-09-06 07:10:00,CUST_019954,Premium,PROD_0150,Clothing,West,Mobile App,1,49.37,0.0,49.37
TXN_00338992,2023-05-11,2023-05-11 18:23:00,CUST_000093,Budget,PROD_0012,Electronics,South,Online,3,630.95,0.0,1892.85
TXN_00433155,2023-09-29,2023-09-29 20:50:00,CUST_026601,Standard,PROD_0029,Electronics,West,Phone Orders,1,1490.76,0.0,1490.76
TXN_00214947,2022-11-18,2022-11-18 20:49:00,CUST_041625,Standard,PROD_0276,Home & Garden,West,Mobile App,1,387.78,0.0,387.78
TXN_00131760,2022-08-07,2022-08-07 10:17:00,,Standard,PROD_0336,Sports & Outdoors,West,Online,1,383.67,19.4,383.67
TXN_00489063,2023-11-27,2023-11-27 11:33:00,CUST_001972,Premium,PROD_0268,Home & Garden,North,Retail Store,2,428.82,0.0,857.64
TXN_00411454,2023-09-01,2023-09-01 06:45:00,CUST_040789,Standard,PROD_0300,Home & Garden,South,Phone Orders,1,101.96,0.0,101.96
TXN_00358547,2023-06-08,2023-06-08 18:32:00,CUST_042024,Standard,PROD_0089,Electronics,North,Online,5,1372.25,0.0,6861.25
TXN_00343110,2023-05-17,2023-05-17 10:57:00,CUST_031032,Standard,PROD_0037,Electronics,North,Mobile App,1,2076.14,0.0,2076.14
TXN_00375288,2023-07-05,2023-07-05 09:25:00,CUST_027246,Standard,PROD_0046,Electronics,South,Mobile App,1,1948.96,0.0,1948.96
TXN_00674756,2024-09-01,2024-09-01 12:48:00,CUST_020390,Standard,PROD_0418,Books & Media,West,Retail Store,1,67.78,0.0,67.78
TXN_00061481,2022-04-23,2022-04-23 08:17:00,CUST_015350,Premium,PROD_0175,Clothing,Central,Retail Store,1,142.46,0.0,142.46
TXN_00775501,2024-12-16,2024-12-16 16:46:00,CUST_016402,Premium,PROD_0299,Home & Garden,South,Mobile App,1,67.07,0.0,67.07
TXN_00233304,2022-12-04,2022-12-04 06:07:00,CUST_041915,Standard,PROD_0151,Clothing,Central,Online,1,49.24,10.3,49.24
TXN_00190483,2022-10-27,2022-10-27 14:22:00,CUST_032227,Premium,PROD_0316,Sports & Outdoors,West,Retail Store,1,532.14,0.0,532.14
TXN_00609085,2024-05-22,2024-05-22 13:48:00,CUST_047029,Premium,PROD_0185,Clothing,West,Online,2,44.15,0.0,88.3
TXN_00488419,2023-11-26,2023-11-26 15:02:00,CUST_031273,Budget,PROD_0364,Sports & Outdoors,East,Retail Store,1,851.28,0.0,851.28
TXN_00329898,2023-04-28,2023-04-28 21:15:00,CUST_015306,Premium,PROD_0469,Books & Media,East,Phone Orders,1,14.29,0.0,14.29
TXN_00464693,2023-11-06,2023-11-06 13:28:00,CUST_005408,Standard,PROD_0428,Books & Media,South,Mobile App,3,49.48,0.0,148.44
TXN_00298160,2023-03-14,2023-03-14 10:23:00,CUST_011528,Standard,PROD_0191,Clothing,West,Phone Orders,1,56.2,0.0,56.2
TXN_00262261,2022-12-28,2022-12-28 09:12:00,CUST_000202,Premium,PROD_0421,Books & Media,South,Retail Store,2,77.93,0.0,155.86
TXN_00496897,2023-12-04,2023-12-04 19:07:00,CUST_002893,Standard,PROD_0054,Electronics,Central,Phone Orders,2,325.2,0.0,650.4
TXN_00287020,2023-02-24,2023-02-24 16:08:00,CUST_023705,Standard,PROD_0294,Home & Garden,South,Online,1,416.91,0.0,416.91
TXN_00009160,2022-01-25,2022-01-25 10:11:00,CUST_047442,Standard,PROD_0039,Electronics,South,Online,1,1730.51,0.0,1730.51
TXN_00547526,2024-02-19,2024-02-19 21:05:00,CUST_003905,Standard,PROD_0325,Sports & Outdoors,West,Retail Store,1,186.61,0.0,186.61
TXN_00161786,2022-09-20,2022-09-20 22:05:00,CUST_001718,Standard,PROD_0365,Sports & Outdoors,East,Mobile App,3,216.15,0.0,648.45
TXN_00353633,2023-06-01,2023-06-01 13:13:00,,Premium,PROD_0191,Clothing,South,Mobile App,3,56.2,0.0,168.6
TXN_00634489,2024-06-29,2024-06-29 17:14:00,CUST_020351,Standard,PROD_0437,Books & Media,Central,Phone Orders,1,29.76,0.0,29.76
TXN_00147278,2022-08-31,2022-08-31 06:28:00,CUST_041037,Budget,PROD_0217,Home & Garden,Central,Retail Store,1,254.71,0.0,254.71
TXN_00163780,2022-09-22,2022-09-22 11:42:00,CUST_016701,Budget,PROD_0462,Books & Media,West,Retail Store,3,13.48,0.0,40.44
TXN_00364329,2023-06-19,2023-06-19 13:51:00,CUST_003635,Standard,PROD_0316,Sports & Outdoors,West,Mobile App,7,532.14,0.0,3724.98
TXN_00051544,2022-04-09,2022-04-09 08:04:00,CUST_021615,Standard,PROD_0418,Books & Media,South,Retail Store,1,67.78,0.0,67.78
TXN_00204539,2022-11-09,2022-11-09 10:06:00,CUST_049179,Standard,PROD_0332,Sports & Outdoors,West,Retail Store,1,394.36,0.0,394.36
TXN_00255622,2022-12-23,2022-12-23 07:22:00,CUST_010428,Standard,PROD_0014,Electronics,Central,Online,3,1569.11,0.0,4707.33
TXN_00699358,2024-10-03,2024-10-03 14:56:00,CUST_000287,Budget,PROD_0021,Electronics,East,Online,3,1631.32,0.0,4893.96
TXN_00046072,2022-04-01,2022-04-01 08:35:00,CUST_029463,Standard,PROD_0245,Home & Garden,Central,Online,1,61.73,0.0,61.73
TXN_00404915,2023-08-22,2023-08-22 06:15:00,CUST_038015,Budget,PROD_0470,Books & Media,West,Online,1,37.16,0.0,37.16
TXN_00055447,2022-04-15,2022-04-15 21:27:00,CUST_019557,Standard,PROD_0291,Home & Garden,North,Mobile App,1,400.74,0.0,400.74
TXN_00028754_DUP,2022-03-08,2022-03-08 21:19:00,CUST_030057,Standard,PROD_0132,Clothing,North,Retail Store,1,109.38,0.0,109.38
TXN_00155720,2022-09-12,2022-09-12 11:43:00,CUST_028934,Standard,PROD_0073,Electronics,North,Online,1,1892.19,0.0,1892.19
TXN_00555485,2024-03-06,2024-03-06 14:15:00,CUST_021006,Standard,PROD_0175,Clothing,South,Retail Store,3,129.61,9.0,388.83
TXN_00483636,2023-11-22,2023-11-22 13:45:00,CUST_040788,Standard,PROD_0428,Books & Media,East,Retail Store,2,49.48,0.0,98.96
TXN_00028340,2022-03-08,2022-03-08 07:13:00,CUST_009660,Standard,PROD_0212,Home & Garden,West,Online,1,141.44,0.0,141.44
TXN_00278672,2023-02-03,2023-02-03 17:53:00,CUST_012092,Premium,PROD_0189,Clothing,East,Mobile App,2,166.21,0.0,332.42
TXN_00530246,2024-01-04,2024-01-04 19:44:00,CUST_010216,Standard,PROD_0019,Electronics,East,Online,3,1467.67,14.1,4403.02
TXN_00777336,2024-12-18,2024-12-18 21:23:00,CUST_030622,Standard,PROD_0446,Books & Media,West,Mobile App,1,42.88,0.0,42.88
TXN_00568382,2024-03-24,2024-03-24 14:36:00,CUST_045904,Budget,PROD_0374,Sports & Outdoors,East,Retail Store,1,150.72,15.9,150.72
TXN_00316808,2023-04-09,2023-04-09 11:38:00,CUST_044116,Standard,PROD_0282,Home & Garden,East,Retail Store,1,61.05,0.0,61.05
TXN_00486689,2023-11-24,2023-11-24 15:44:00,CUST_013386,Budget,PROD_0466,Books & Media,Central,Online,1,13.39,0.0,13.39
TXN_00527623,2023-12-30,2023-12-30 06:49:00,CUST_036874,Premium,PROD_0357,Sports & Outdoors,North,Mobile App,1,68.75,0.0,68.75
TXN_00653233,2024-07-29,2024-07-29 22:34:00,CUST_044696,Budget,PROD_0111,Clothing,North,Retail Store,1,38.59,11.2,38.59
TXN_00559938,2024-03-13,2024-03-13 09:39:00,CUST_017647,Standard,PROD_0437,Books & Media,West,Retail Store,3,29.76,0.0,89.28
TXN_00241243,2022-12-10,2022-12-10 10:26:00,CUST_014374,Standard,PROD_0314,Sports & Outdoors,Northern,Mobile App,3,98.48,0.0,295.44
TXN_00162005,2022-09-20,2022-09-20 13:26:00,CUST_038963,Premium,PROD_0384,Sports & Outdoors,West,Mobile App,1,458.66,0.0,458.66
TXN_00647213,2024-07-19,2024-07-19 15:56:00,CUST_009308,Standard,PROD_0279,Home & Garden,East,Mobile App,1,406.86,0.0,406.86
TXN_00511404,2023-12-16,2023-12-16 12:43:00,CUST_015943,Standard,PROD_0177,Clothing,Central,Phone Orders,2,150.3,0.0,300.6
TXN_00457643,2023-10-30,2023-10-30 15:22:00,CUST_013861,Standard,PROD_0010,Electronics,East,Mobile App,3,1320.59,8.3,3961.76
TXN_00629288_DUP,2024-06-20,2024-06-20 08:51:00,CUST_008180,Standard,PROD_0274,Home & Garden,South,Online,1,264.0,0.0,264.0
TXN_00220903,2022-11-23,2022-11-23 09:02:00,CUST_030658,Standard,PROD_0185,Clothing,West,Retail Store,1,44.15,0.0,44.15
TXN_00160592,2022-09-18,2022-09-18 09:54:00,CUST_040741,Standard,PROD_0166,Clothing,East,Phone Orders,3,142.56,0.0,427.68
TXN_00615856,2024-05-31,2024-05-31 11:30:00,CUST_034106,Standard,PROD_0452,Books & Media,North,Retail Store,1,59.97,0.0,59.97
TXN_00321660,2023-04-16,2023-04-16 08:19:00,CUST_045574,Standard,PROD_0181,Clothing,West,Phone Orders,1,199.36,0.0,199.36
TXN_00156982,2022-09-14,2022-09-14 18:35:00,CUST_013128,Premium,PROD_0014,Electronics,East,Mobile App,1,1569.11,0.0,1569.11
TXN_00786935,2024-12-25,2024-12-25 11:48:00,CUST_039530,Budget,PROD_0056,Electronics,South,Phone Orders,1,535.09,0.0,535.09
TXN_00775494,2024-12-16,2024-12-16 18:59:00,CUST_012509,Standard,PROD_0056,Electronics,North,Online,1,403.68,24.6,403.68
TXN_00434294,2023-09-30,2023-09-30 14:59:00,CUST_029239,Standard,PROD_0187,Clothing,South,Retail Store,1,216.32,0.0,216.32
TXN_00146145,2022-08-29,2022-08-29 13:30:00,CUST_026101,Standard,PROD_0249,Home & Garden,North,Retail Store,1,116.16,0.0,116.16
TXN_00473778,2023-11-14,2023-11-14 10:56:00,CUST_010030,Standard,PROD_0348,Sports & Outdoors,North,Mobile App,3,26.04,0.0,78.12
TXN_00451368,2023-10-21,2023-10-21 15:21:00,CUST_011525,Standard,PROD_0305,Sports & Outdoors,East,Mobile App,1,545.07,0.0,545.07
TXN_00686857,2024-09-17,2024-09-17 22:33:00,CUST_034197,Premium,PROD_0013,Electronics,West,Retail Store,1,1729.35,0.0,1729.35
TXN_00491316,2023-11-29,2023-11-29 19:51:00,CUST_020615,Budget,PROD_0302,Sports & Outdoors,East,Online,1,200.4,18.6,200.4
TXN_00689248,2024-09-19,2024-09-19 06:57:00,CUST_014959,Standard,PROD_0298,Home & Garden,East,Online,1,120.79,0.0,120.79
TXN_00448465,2023-10-18,2023-10-18 12:25:00,CUST_038838,Budget,PROD_0339,Sports & Outdoors,South,Phone Orders,1,627.47,0.0,627.47
TXN_00736403,2024-11-12,2024-11-12 13:29:00,CUST_045953,Standard,PROD_0444,Books & Media,Central,Retail Store,1,42.75,0.0,42.75
TXN_00220424,2022-11-23,2022-11-23 06:31:00,CUST_005982,Premium,PROD_0177,Clothing,Central,Online,1,150.3,0.0,150.3
TXN_00667902,2024-08-21,2024-08-21 06:17:00,CUST_016914,Budget,PROD_0005,Electronics,Central,Phone Orders,5,61.34,0.0,306.7
TXN_00390132,2023-07-29,2023-07-29 17:58:00,CUST_030864,Standard,PROD_0493,Books & Media,East,Mobile App,1,74.5,0.0,74.5
TXN_00447394,2023-10-17,2023-10-17 12:18:00,CUST_049811,Premium,PROD_0489,Books & Media,South,Phone Orders,2,109.91,0.0,219.82
TXN_00754755,2024-11-27,2024-11-27 06:33:00,CUST_029087,Standard,PROD_0110,Clothing,North,Mobile App,1,141.11,0.0,141.11
TXN_00462537,2023-11-03,2023-11-03 13:24:00,CUST_027662,Premium,PROD_0021,Electronics,North,Retail Store,1,1631.32,0.0,1631.32
TXN_00313138,2023-04-04,2023-04-04 20:10:00,CUST_003819,Standard,PROD_0027,Electronics,South,Phone Orders,1,1373.77,0.0,1373.77
TXN_00160246,2022-09-17,2022-09-17 17:41:00,CUST_005734,Standard,PROD_0182,Clothing,East,Phone Orders,1,21.84,0.0,21.84
TXN_00428508,2023-09-23,2023-09-23 14:46:00,CUST_017397,Standard,PROD_0197,Clothing,South,Phone Orders,2,116.86,0.0,233.72
TXN_00594329,2024-05-01,2024-05-01 11:37:00,CUST_026281,Standard,PROD_0261,Home & Garden,South,Phone Orders,1,189.94,0.0,189.94
TXN_00690555,2024-09-21,2024-09-21 13:54:00,CUST_031918,Budget,PROD_0329,Sports & Outdoors,North,Online,2,420.64,0.0,841.28
TXN_00594673,2024-05-01,2024-05-01 15:31:00,CUST_020347,Budget,PROD_0376,Sports & Outdoors,West,Retail Store,1,68.35,18.3,68.35
TXN_00236790,2022-12-07,2022-12-07 16:20:00,CUST_031469,Standard,PROD_0399,Sports & Outdoors,North,Online,1,127.18,16.9,127.18
TXN_00489355,2023-11-27,2023-11-27 10:22:00,CUST_033810,Budget,PROD_0415,Books & Media,West,Phone Orders,1,51.46,0.0,51.46
TXN_00515703,2023-12-20,2023-12-20 13:39:00,CUST_044633,Standard,PROD_0332,Sports & Outdoors,South,Phone Orders,2,394.36,0.0,788.72
TXN_00102529,2022-06-21,2022-06-21 16:45:00,CUST_047319,Standard,PROD_0468,Books & Media,Central,Retail Store,1,36.84,0.0,36.84
TXN_00766458,2024-12-07,2024-12-07 13:03:00,CUST_023113,Standard,PROD_0373,Sports & Outdoors,South,Phone Orders,3,119.31,0.0,357.93
TXN_00336867,2023-05-08,2023-05-08 17:09:00,CUST_017470,Budget,PROD_0201,Home & Garden,South,Mobile App,2,180.52,0.0,361.04
TXN_00223975,2022-11-26,2022-11-26 12:45:00,CUST_014668,Premium,PROD_0384,Sports & Outdoors,Central,Retail Store,1,458.66,0.0,458.66
TXN_00325127,2023-04-21,2023-04-21 08:44:00,CUST_013802,Standard,PROD_0161,Clothing,South,Retail Store,1,283.17,7.8,283.17
TXN_00518111,2023-12-22,2023-12-22 18:47:00,CUST_020285,Standard,PROD_0047,Electronics,East,Mobile App,1,1105.42,0.0,1105.42
TXN_00376402,2023-07-07,2023-07-07 19:50:00,CUST_046897,Standard,PROD_0294,Home & Garden,Central,Phone Orders,1,416.91,0.0,416.91
TXN_00436542,2023-10-04,2023-10-04 19:27:00,CUST_020300,Premium,PROD_0442,Books & Media,East,Mobile App,1,67.46,10.9,67.46
TXN_00737203,2024-11-13,2024-11-13 11:56:00,CUST_036197,Standard,PROD_0288,Home & Garden,South,Mobile App,1,245.79,0.0,245.79
TXN_00200967,2022-11-07,2022-11-07 17:08:00,CUST_020792,Standard,PROD_0177,Clothing,North,Retail Store,3,150.3,0.0,450.9
TXN_00380819,2023-07-14,2023-07-14 21:11:00,CUST_036183,Standard,PROD_0151,Clothing,South,Retail Store,2,54.9,0.0,109.8
TXN_00776083,2024-12-17,2024-12-17 11:39:00,CUST_006572,Standard,PROD_0151,Clothing,East,Online,1,54.9,0.0,54.9
TXN_00332828,2023-05-02,2023-05-02 11:10:00,CUST_047330,Standard,PROD_0196,Clothing,North,Mobile App,1,208.01,0.0,208.01
TXN_00139816,2022-08-19,2022-08-19 06:53:00,CUST_012878,Standard,PROD_0018,Electronics,East,Retail Store,1,223.0,0.0,223.0
TXN_00285366,2023-02-21,2023-02-21 15:55:00,CUST_026413,Standard,PROD_0353,Sports & Outdoors,East,Online,1,316.47,0.0,316.47
TXN_00493102,2023-11-30,2023-11-30 08:25:00,CUST_045983,Budget,PROD_0033,Electronics,West,Retail Store,1,2172.28,0.0,2172.28
TXN_00218536,2022-11-21,2022-11-21 08:04:00,CUST_014221,Standard,PROD_0469,Books & Media,East,Online,1,14.29,0.0,14.29
TXN_00095118,2022-06-09,2022-06-09 11:59:00,CUST_023929,Standard,PROD_0496,Books & Media,North,Retail Store,1,30.11,0.0,30.11
TXN_00779345,2024-12-19,2024-12-19 22:33:00,CUST_021575,Standard,PROD_0244,Home & Garden,East,Mobile App,1,325.54,17.8,325.54
TXN_00194585,2022-11-01,2022-11-01 07:42:00,CUST_047000,Standard,PROD_0004,Electronics,North,Phone Orders,1,2089.26,0.0,2089.26
TXN_00337827,2023-05-10,2023-05-10 07:28:00,CUST_016710,Budget,PROD_0498,Books & Media,West,Online,1,79.58,0.0,79.58
TXN_00404407,2023-08-21,2023-08-21 17:38:00,CUST_014453,Standard,PROD_0396,Sports & Outdoors,Central,Phone Orders,1,222.77,7.8,222.77
TXN_00076061,2022-05-13,2022-05-13 06:42:00,CUST_005029,Standard,PROD_0481,Books & Media,South,Phone Orders,1,57.62,0.0,57.62
TXN_00187153,2022-10-22,2022-10-22 21:32:00,CUST_012189,Budget,PROD_0463,Books & Media,North,Retail Store,3,69.31,0.0,207.93
TXN_00705554,2024-10-10,2024-10-10 10:30:00,CUST_007022,Budget,PROD_0105,Clothing,East,Mobile App,1,103.9,0.0,103.9
TXN_00697662,2024-10-01,2024-10-01 12:46:00,CUST_016279,Standard,PROD_0030,Electronics,West,Retail Store,1,431.37,0.0,431.37
TXN_00453597,2023-10-25,2023-10-25 12:50:00,CUST_019965,Standard,PROD_0445,Books & Media,South,Mobile App,9,20.99,0.0,188.91
TXN_00017122,2022-02-14,2022-02-14 21:48:00,CUST_037895,Budget,PROD_0365,Sports & Outdoors,West,Retail Store,1,216.15,0.0,216.15
TXN_00677880,2024-09-05,2024-09-05 14:19:00,CUST_039281,Budget,PROD_0250,Home & Garden,South,Phone Orders,1,354.6,0.0,354.6
TXN_00090067,2022-06-02,2022-06-02 17:43:00,CUST_045012,Standard,PROD_0479,Books & Media,North,Online,2,30.71,0.0,61.42
TXN_00394388,2023-08-04,2023-08-04 20:16:00,CUST_049664,Budget,PROD_0060,Electronics,East,Phone Orders,1,750.64,0.0,750.64
TXN_00637933,2024-07-04,2024-07-04 07:50:00,CUST_030168,Standard,PROD_0437,Books & Media,Central,Online,1,29.76,0.0,29.76
TXN_00733912,2024-11-10,2024-11-10 11:59:00,CUST_019092,Budget,PROD_0035,Electronics,W,Phone Orders,1,903.54,0.0,903.54
TXN_00516247,2023-12-21,2023-12-21 20:41:00,CUST_001214,Budget,PROD_0010,Electronics,East,Mobile App,2,1440.81,0.0,2881.62
TXN_00681565,2024-09-10,2024-09-10 14:03:00,CUST_037526,Budget,PROD_0126,Clothing,Central,Online,1,304.76,0.0,304.76
TXN_00216238_DUP,2022-11-18,2022-11-18 07:11:00,CUST_015281,Budget,PROD_0015,Electronics,South,Phone Orders,1,1734.68,0.0,1734.68
TXN_00741213,2024-11-15,2024-11-15 21:20:00,CUST_004476,Premium,PROD_0049,Electronics,West,Phone Orders,1,1301.49,18.4,1301.49
TXN_00399800,2023-08-13,2023-08-13 14:21:00,CUST_017303,Standard,PROD_0311,Sports & Outdoors,East,Online,1,381.52,0.0,381.52
TXN_00714809,2024-10-22,2024-10-22 11:40:00,CUST_041289,Standard,PROD_0431,Books & Media,West,Mobile App,3,38.78,0.0,116.34
TXN_00460416,2023-11-02,2023-11-02 17:17:00,CUST_016194,Standard,PROD_0282,Home & Garden,East,Phone Orders,1,61.05,0.0,61.05
TXN_00626346,2024-06-17,2024-06-17 21:34:00,CUST_044349,Budget,PROD_0158,Clothing,Central,Retail Store,1,64.09,23.4,64.09
TXN_00639831,2024-07-08,2024-07-08 07:59:00,CUST_025834,Standard,PROD_0334,Sports & Outdoors,Central,Mobile App,1,425.08,0.0,425.08
TXN_00101607,2022-06-20,2022-06-20 13:31:00,CUST_013213,Standard,PROD_0233,Home & Garden,Central,Phone Orders,1,418.49,0.0,418.49
TXN_00389675,2023-07-28,2023-07-28 06:49:00,CUST_049141,Budget,PROD_0460,Books & Media,East,Mobile App,1,47.82,0.0,47.82
